Source_File,Area,Diameter
Results_3_7_1.csv,41.876,7.546
Results_3_7_1.csv,28.194,11.4105
Results_3_7_1.csv,81.818,18.106
Results_3_7_1.csv,32.34,4.461
Results_3_7_1.csv,134.75,20.9915
Results_3_7_1.csv,27.088,5.828
Results_3_7_1.csv,38.974,10.5735
Results_3_7_1.csv,36.624,7.098
Results_3_7_1.csv,31.925,5.525
Results_3_7_1.csv,55.006,9.552
Results_3_7_1.csv,38.974,6.001
Results_3_7_1.csv,44.088,10.824
Results_3_7_1.csv,47.543,14.06
Results_3_7_1.csv,35.104,9.7205
Results_3_7_1.csv,66.339,14.902
Results_3_7_1.csv,35.381,9.937
Results_3_7_1.csv,117.475,21.411
Results_3_7_1.csv,26.95,6.594
Results_3_7_1.csv,53.624,12.3205
Results_3_7_1.csv,26.95,7.891
Results_3_7_1.csv,33.031,9.4395
Results_3_7_1.csv,29.161,8.058
Results_3_7_1.csv,49.339,10.5535
Results_3_7_1.csv,38.974,10.864
Results_3_7_1.csv,32.617,8.5145
Results_3_7_1.csv,30.82,8.9125
Results_3_7_1.csv,33.031,9.562
Results_3_7_1.csv,35.933,8.925
Results_3_7_1.csv,46.852,12.672
Results_3_7_1.csv,111.532,15.770499999999998
Results_3_7_1.csv,28.47,8.946
Results_3_7_1.csv,28.747,9.7035
Results_3_7_1.csv,27.088,7.7385
Results_3_7_1.csv,32.064,10.833
Results_3_7_1.csv,127.011,14.87
Results_3_7_1.csv,51.274,11.184
Results_3_7_1.csv,30.543,10.781
Results_3_7_1.csv,85.826,10.404
Results_3_7_1.csv,114.572,17.0265
Results_3_7_1.csv,31.373,8.922
Results_3_7_1.csv,74.907,15.827
Results_3_7_1.csv,34.966,8.5995
Results_3_7_1.csv,61.501,16.046
Results_3_7_1.csv,34.137,7.36
Results_3_7_1.csv,54.038,9.442
Results_3_7_1.csv,35.795,9.6055
Results_3_7_1.csv,29.023,9.937
Results_3_7_1.csv,28.194,11.5805
Results_3_7_1.csv,25.292,7.4525
Results_3_7_2.csv,46.575,6.409
Results_3_7_2.csv,37.73,7.435
Results_3_7_2.csv,27.503,8.041
Results_3_7_2.csv,26.259,8.1045
Results_3_7_2.csv,36.624,10.4075
Results_3_7_2.csv,31.373,10.1735
Results_3_7_2.csv,33.722,10.945
Results_3_7_2.csv,73.664,11.305
Results_3_7_2.csv,26.397,5.948
Results_3_7_2.csv,102.272,20.718
Results_3_7_2.csv,25.568,7.9595
Results_3_7_2.csv,37.73,4.435
Results_3_7_2.csv,123.418,19.802
Results_3_7_2.csv,27.226,9.974
Results_3_7_2.csv,42.429,5.524
Results_3_7_2.csv,25.015,8.922
Results_3_7_2.csv,124.938,17.844
Results_3_7_2.csv,38.145,8.922
Results_3_7_2.csv,36.763,10.142
Results_3_7_2.csv,65.648,14.3395
Results_3_7_2.csv,32.34,8.3215
Results_3_7_2.csv,52.242,11.8615
Results_3_7_2.csv,32.617,10.554
Results_3_7_2.csv,44.779,10.922
Results_3_7_2.csv,27.226,8.5655
Results_3_7_2.csv,42.982,10.403
Results_3_7_2.csv,31.649,10.6715
Results_3_7_2.csv,91.354,11.179
Results_3_7_2.csv,32.755,11.037
Results_3_7_2.csv,98.126,12.059
Results_3_7_2.csv,51.689,7.266
Results_3_7_2.csv,47.404,8.906
Results_3_7_2.csv,26.121,5.787
Results_3_7_2.csv,47.128,9.378
Results_3_7_2.csv,148.433,18.191
Results_3_7_2.csv,65.233,14.271
Results_3_7_2.csv,54.591,12.955
Results_3_7_2.csv,231.08,17.865
Results_3_7_2.csv,35.104,9.794
Results_3_7_2.csv,137.515,14.73
Results_3_7_2.csv,81.818,13.633
Results_3_7_2.csv,71.452,14.948
Results_3_7_2.csv,56.388,12.9
Results_3_7_2.csv,28.47,5.195
Results_3_7_2.csv,65.371,14.0945
Results_3_7_2.csv,45.331,13.9125
Results_3_7_2.csv,36.901,9.6965
Results_3_7_2.csv,37.454,8.5165
Results_3_7_2.csv,31.787,9.014
Results_3_7_2.csv,55.559,11.1905
Results_3_7_2.csv,51.136,11.112
Results_3_7_2.csv,160.318,15.986
Results_3_7_2.csv,60.119,12.831
Results_3_7_2.csv,43.258,11.7065
Results_3_7_2.csv,39.803,5.89
Results_3_7_2.csv,76.289,14.613
Results_3_7_2.csv,28.747,6.897
Results_3_7_2.csv,30.543,6.908
Results_3_7_2.csv,270.468,17.243
Results_3_7_2.csv,38.007,11.4365
Results_3_7_2.csv,27.641,5.624
Results_3_7_2.csv,333.905,19.906
Results_3_7_2.csv,39.25,6.179
Results_3_7_2.csv,29.438,7.658
Results_3_7_2.csv,52.38,15.3235
Results_3_7_2.csv,42.844,10.818
Results_3_7_2.csv,36.21,10.736
Results_3_7_2.csv,32.617,9.3795
Results_3_7_2.csv,60.672,14.245
Results_3_7_2.csv,30.267,7.909
Results_3_7_2.csv,54.453,6.469
Results_3_7_2.csv,43.949,13.7695
Results_3_7_2.csv,30.958,9.652
Results_3_7_3.csv,50.307,7.063
Results_3_7_3.csv,25.43,4.461
Results_3_7_3.csv,75.875,17.991500000000002
Results_3_7_3.csv,53.762,12.932
Results_3_7_3.csv,172.481,18.091
Results_3_7_3.csv,68.965,16.649
Results_3_7_3.csv,53.347,11.8245
Results_3_7_3.csv,48.096,11.153
Results_3_7_3.csv,26.397,7.856999999999999
Results_3_7_3.csv,100.752,11.768
Results_3_7_3.csv,55.144,4.534
Results_3_7_3.csv,42.014,4.761
Results_3_7_3.csv,57.494,9.947
Results_3_7_3.csv,39.389,9.294
Results_3_7_3.csv,88.866,14.105
Results_3_7_3.csv,119.41,9.828
Results_3_7_3.csv,40.909,7.424
Results_3_7_3.csv,50.998,11.212
Results_3_7_3.csv,37.73,9.068
Results_3_7_3.csv,25.015,10.6465
Results_3_7_3.csv,37.177,10.2265
Results_3_7_3.csv,35.381,7.535499999999999
Results_3_7_3.csv,31.787,8.8735
Results_3_7_3.csv,83.476,11.525
Results_3_7_3.csv,25.983,7.406499999999999
Results_3_7_3.csv,50.86,8.9665
Results_3_7_3.csv,30.543,7.483499999999999
Results_3_7_3.csv,30.129,8.763000000000002
Results_3_7_3.csv,59.567,14.7275
Results_3_7_3.csv,36.072,9.2865
Results_3_7_3.csv,47.957,10.295
Results_3_7_3.csv,29.852,9.724
Results_3_7_3.csv,68.688,18.2235
Results_3_7_3.csv,47.819,11.597
Results_3_7_3.csv,76.566,13.755
Results_3_7_3.csv,42.982,11.525
Results_3_7_3.csv,30.129,5.653
Results_3_7_3.csv,26.121,5.576
